#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000532340.1	566	77	0.35596	8.232886695861819	-1	0.0853254	noncoding
ENST00000525654.1	524	46	0.31344	7.9550279617309565	1	0.0126837	noncoding
ENST00000529219.1	500	46	0.4113	7.9550279617309565	1	0.0225366	noncoding
ENST00000532274.4	2034	62	0.29202000000000006	5.807035255432129	1	0.038944	noncoding
ENST00000526436.1	2691	62	0.29367000000000004	5.807035255432129	1	0.0384531	noncoding
ENST00000528466.1	567	74	0.37146999999999997	9.785672187805172	-1	0.126514	noncoding
ENST00000530595.1	2790	99	0.29452	9.596457481384277	1	0.0886859	noncoding
ENST00000525988.1	570	81	0.37931000000000004	9.431547355651855	-1	0.111576	noncoding
ENST00000529908.1	580	96	0.38117	9.758337593078611	-1	0.133234	noncoding
ENST00000526243.1	557	99	0.41248	9.596457481384277	1	0.343643	noncoding
ENST00000526131.1	1890	116	0.38168	10.099246406555174	1	0.3948	noncoding
ENST00000531715.4	585	42	0.42713999999999996	7.934720420837403	1	0.0208109	noncoding
ENST00000528978.4	562	42	0.42711999999999994	7.934720420837403	1	0.0208069	noncoding
ENST00000527054.1	529	76	0.41324000000000005	9.508006858825684	1	0.137962	noncoding
ENST00000601906.2	1524	56	0.34601	9.888757133483885	-1	0.143327	noncoding
ENST00000531918.1	643	48	0.29785	9.591300010681149	-1	0.173805	noncoding
ENST00000533954.4	2810	229	0.34275999999999995	9.221638298034666	1	0.975422	coding
ENST00000525714.1	894	68	0.34107	5.759574699401855	1	0.0536969	noncoding
ENST00000532098.1	571	57	0.39358	7.826929283142091	1	0.0343493	noncoding
ENST00000501817.5	2110	60	0.30877	5.780775642395019	1	0.032777	noncoding
ENST00000531708.1	880	42	0.34907	8.491018104553223	1	0.0126881	noncoding
ENST00000532845.1	516	42	0.31373	8.491018104553223	1	0.0117231	noncoding
ENST00000533220.1	534	80	0.36829	8.751792716979981	1	0.0880739	noncoding
ENST00000399003.1	2805	147	0.30901	8.427323341369632	1	0.433267	noncoding
ENST00000534120.1	630	55	0.37685	11.999967765808105	1	0.0354752	noncoding
ENST00000531276.1	683	36	0.31474	6.487341117858887	1	0.00815392	noncoding
ENST00000533106.1	385	78	0.41409999999999997	10.440864372253415	1	0.164678	noncoding
ENST00000539897.1	501	86	0.4125	7.838082313537598	1	0.190704	noncoding
ENST00000538705.1	491	48	0.30885	7.857164955139161	1	0.0136986	noncoding
ENST00000536495.1	452	44	0.36717	7.87721462249756	1	0.0138882	noncoding
ENST00000540906.1	1831	120	0.33799	7.689485740661622	1	0.317806	noncoding
ENST00000506329.2	2349	84	0.27379000000000003	6.04138240814209	1	0.104445	noncoding
ENST00000542121.1	462	33	0.41778000000000004	6.501664543151855	1	0.0108564	noncoding
ENST00000536405.4	2466	264	0.32911	10.543046760559083	1	0.970114	coding
ENST00000541891.1	463	150	0.44777	11.060921287536619	-1	0.268297	noncoding
ENST00000244906.6	927	130	0.41683	11.269669914245604	1	0.662539	coding
ENST00000601484.2	763	40	0.35778999999999994	8.94049167633057	1	0.0134752	noncoding
ENST00000535817.1	565	80	0.44644999999999996	11.805208778381349	1	0.253653	noncoding
ENST00000535867.1	557	65	0.41483000000000003	11.484736442565918	-1	0.170828	noncoding
ENST00000543624.1	749	47	0.44097	8.655090141296387	-1	0.0445861	noncoding
ENST00000537170.1	650	43	0.35301000000000005	11.999967765808105	1	0.0216136	noncoding
ENST00000538550.1	553	117	0.36146999999999996	7.877472496032715	1	0.361926	noncoding
ENST00000544948.1	732	93	0.38431000000000004	9.497627449035647	1	0.193214	noncoding
ENST00000543817.1	575	27	0.37510000000000004	7.976044654846191	1	0.00609134	noncoding
ENST00000534988.1	923	154	0.34448999999999996	9.344772911071779	1	0.633214	coding
ENST00000539963.1	227	0	0.41803	0.0	-1	0.0108573	noncoding
ENST00000447028.1	672	48	0.30265000000000003	5.624809455871582	1	0.0198805	noncoding
ENST00000457725.1	985	43	0.37438	7.958509254455566	1	0.014001	noncoding
ENST00000569737.1	558	47	0.32982	9.100437736511232	1	0.0168913	noncoding
ENST00000449694.2	341	23	0.39977	5.15656986236572	1	0.00762646	noncoding
ENST00000316124.3	2340	128	0.31047	5.767645835876464	1	0.523867	coding
ENST00000444862.1	522	34	0.39244	7.669535255432129	1	0.00942212	noncoding
ENST00000413053.2	3647	159	0.28367000000000003	8.96382923126221	1	0.385681	noncoding
ENST00000528551.1	477	41	0.37091999999999997	10.45356464385986	1	0.0222489	noncoding
ENST00000526623.2	1662	253	0.37637	10.71852970123291	1	0.993156	coding
ENST00000533886.1	564	55	0.44233999999999996	5.251775169372558	1	0.0765785	noncoding
ENST00000499732.2	1811	72	0.33954	11.91022777557373	1	0.048401	noncoding
ENST00000501122.2	22743	138	0.28466	9.667372703552246	1	0.219915	noncoding
ENST00000601801.2	487	72	0.32802	11.91022777557373	1	0.045724	noncoding
ENST00000612303.1	572	30	0.35077	4.1422212600708	1	0.0138608	noncoding
ENST00000616315.1	483	22	0.3332	4.0500284194946286	1	0.00869988	noncoding
ENST00000622944.1	536	32	0.42949	4.9566671371459945	1	0.0190524	noncoding
ENST00000534336.1	8708	71	0.27943	11.999967765808105	1	0.0444939	noncoding
ENST00000619449.1	794	40	0.37894000000000005	10.903167152404784	1	0.0239014	noncoding
ENST00000620902.1	352	27	0.38695	10.45356464385986	-1	0.119406	noncoding
ENST00000617791.1	394	37	0.40731	9.52193202972412	1	0.0195908	noncoding
ENST00000544868.2	480	40	0.38044	10.903167152404784	1	0.0241372	noncoding
ENST00000610481.1	353	23	0.36302	4.83105297088623	-1	0.013936	noncoding
ENST00000508832.2	1519	47	0.27387	10.446279716491699	1	0.0259027	noncoding
ENST00000616527.3	572	56	0.35124999999999995	6.072359657287596	1	0.0270727	noncoding
ENST00000618925.1	424	33	0.36424999999999996	7.835568046569825	1	0.00770501	noncoding
ENST00000620465.3	333	20	0.32284	5.3021345138549805	1	0.00457218	noncoding
ENST00000612781.1	234	11	0.33154	9.500012779235842	1	0.00467751	noncoding
ENST00000618132.1	725	23	0.33731	4.505706596374512	1	0.00724802	noncoding
ENST00000613376.1	132	3	0.46398	11.999967765808105	-1	0.129571	noncoding
ENST00000610851.1	584	42	0.4567	10.419847679138183	1	0.0633155	noncoding
ENST00000618227.1	593	52	0.36217	10.27163486480713	1	0.0316604	noncoding
ENST00000617489.1	318	26	0.37474	9.519997978210448	1	0.00917603	noncoding
ENST00000616691.1	587	26	0.34436	9.519997978210448	1	0.00845485	noncoding
ENST00000623234.1	1942	126	0.31582	11.14144229888916	1	0.188758	noncoding
ENST00000567594.1	614	110	0.32463	11.868194389343262	1	0.11316	noncoding
ENST00000534505.1	464	59	0.39200999999999997	7.9641824722290036	1	0.038024	noncoding
ENST00000531155.1	1044	93	0.36281	10.825482749938963	1	0.144132	noncoding
ENST00000533576.1	539	78	0.33225	6.1907552719116214	1	0.072745	noncoding
ENST00000501708.1	2792	95	0.31406	9.244395637512206	1	0.0917664	noncoding
ENST00000526951.1	453	64	0.3482	11.999967765808105	-1	0.174258	noncoding
ENST00000528650.1	480	65	0.34956	9.485829734802245	1	0.042298	noncoding
ENST00000581155.4	286	35	0.41908999999999996	9.74944095611572	1	0.0213942	noncoding
ENST00000531602.1	613	104	0.41962999999999995	9.692064094543458	1	0.437882	noncoding
ENST00000580881.1	762	73	0.38192	8.373556709289552	1	0.0719751	noncoding
ENST00000527092.4	828	115	0.33858	8.885693550109863	1	0.240107	noncoding
ENST00000602951.1	476	54	0.3697	8.93565654754639	1	0.0278252	noncoding
ENST00000533502.1	581	81	0.33687000000000006	9.662086296081544	1	0.0715286	noncoding
ENST00000527274.2	944	141	0.29951	9.48279972076416	1	0.287438	noncoding
ENST00000525142.1	567	87	0.33271	7.767468833923341	-1	0.0987673	noncoding
ENST00000616071.1	517	107	0.34259	7.755589485168457	1	0.208029	noncoding
ENST00000535922.1	470	70	0.35813000000000006	9.213773155212401	1	0.0538841	noncoding
ENST00000333139.3	2431	252	0.32702000000000003	9.564481163024901	1	0.97716	coding
ENST00000446232.1	1126	252	0.36461	9.564481163024901	1	0.995163	coding
ENST00000529069.4	600	73	0.40459	10.187568092346194	1	0.116035	noncoding
ENST00000511677.1	3387	78	0.31712	9.800370979309083	1	0.0554387	noncoding
ENST00000533670.1	613	73	0.38411	10.187568092346194	1	0.0900384	noncoding
ENST00000529934.4	326	23	0.45166999999999996	4.807578468322753	1	0.0119848	noncoding
ENST00000526897.1	791	98	0.42085	10.150111961364743	1	0.37026	noncoding
ENST00000534517.1	664	39	0.42157	8.517643547058107	1	0.0188247	noncoding
ENST00000527519.2	491	71	0.33827	9.29900035858154	1	0.0476385	noncoding
ENST00000530842.1	551	24	0.35568999999999995	7.846463203430177	1	0.00473345	noncoding
ENST00000565199.1	503	44	0.36095	5.847959327697754	1	0.0156905	noncoding
ENST00000565473.1	534	53	0.34551	5.572688102722167	-1	0.0316996	noncoding
ENST00000564469.1	563	44	0.3424	5.847959327697754	1	0.0142292	noncoding
ENST00000512200.1	3252	111	0.32322	4.385662651062011	1	0.564563	coding
ENST00000562276.1	1284	116	0.33899	8.499914741516115	1	0.256031	noncoding
ENST00000567925.1	622	77	0.292	4.802008247375488	1	0.132693	noncoding
ENST00000561588.1	371	67	0.42345	8.83940525054932	1	0.0924544	noncoding
ENST00000562341.1	2424	112	0.30724999999999997	11.999967765808105	1	0.094954	noncoding
ENST00000545202.1	2376	131	0.30030999999999997	9.844918632507323	1	0.217769	noncoding
ENST00000567742.1	664	46	0.37698	9.301450157165526	1	0.0220427	noncoding
ENST00000528316.4	548	33	0.42206	9.782319831848142	1	0.0201863	noncoding
ENST00000511013.2	1755	111	0.39679	10.083387184143067	1	0.410974	noncoding
ENST00000524987.1	646	111	0.44592000000000004	8.95892963409424	-1	0.104824	noncoding
ENST00000528607.1	539	49	0.41597	10.246169853210446	1	0.0461502	noncoding
ENST00000324630.5	394	8	0.40512000000000004	8.365949440002442	1	0.0028188	noncoding
ENST00000530690.1	554	66	0.47297	8.159328269958497	-1	0.0443869	noncoding
ENST00000500185.2	2602	73	0.30244000000000004	5.712170982360839	1	0.064045	noncoding
ENST00000524619.1	392	44	0.37677	10.044577217102049	1	0.0241088	noncoding
ENST00000429561.1	2252	107	0.33765999999999996	5.848698234558105	1	0.31653	noncoding
ENST00000307548.2	1683	124	0.39877999999999997	9.494210624694826	1	0.587182	coding
ENST00000532530.1	347	47	0.31516	10.299936485290523	1	0.0220631	noncoding
ENST00000511954.4	1574	67	0.33072999999999997	11.800695991516115	1	0.0419602	noncoding
ENST00000524714.1	447	20	0.34428000000000003	8.885822486877444	1	0.00521638	noncoding
ENST00000525473.1	339	91	0.39644999999999997	7.72563533782959	1	0.200627	noncoding
ENST00000508969.2	2165	67	0.34529	11.800695991516115	1	0.0450233	noncoding
ENST00000502284.1	4233	157	0.4235	10.28794536590576	1	0.922359	coding
ENST00000378140.3	477	44	0.37188	9.101598167419432	1	0.0183884	noncoding
ENST00000544959.1	492	55	0.44636000000000003	6.700430488586425	1	0.0508746	noncoding
ENST00000450804.3	2450	126	0.30302	9.334780311584474	1	0.209045	noncoding
ENST00000540912.1	562	51	0.41181	8.020334434509277	-1	0.0398455	noncoding
ENST00000500163.2	1824	109	0.32949	6.145852470397949	1	0.288005	noncoding
ENST00000565433.1	3361	119	0.27379000000000003	7.592291069030763	1	0.186262	noncoding
ENST00000544674.1	752	59	0.42666000000000004	5.130878639221191	1	0.095586	noncoding
ENST00000538624.1	210	14	0.27532	6.494900703430175	1	0.00479934	noncoding
ENST00000537019.4	1412	152	0.43182	11.688649940490723	1	0.865267	coding
ENST00000540886.1	371	31	0.39583	7.720690345764161	1	0.00821619	noncoding
ENST00000502071.2	2157	84	0.31593000000000004	9.351799964904785	1	0.0645521	noncoding
ENST00000530510.1	609	30	0.31593	9.692708778381348	-1	0.161681	noncoding
ENST00000526036.1	2493	393	0.45074	8.975820350646973	1	1	coding
ENST00000612462.1	897	299	0.41654	6.810527610778809	1	0.999993	coding
ENST00000527803.1	651	93	0.32518	10.044061470031735	1	0.097847	noncoding
ENST00000524768.1	842	108	0.29462	10.26370525360107	1	0.11154	noncoding
ENST00000534354.1	758	68	0.32776	8.84114589691162	1	0.0368219	noncoding
ENST00000533945.4	573	45	0.35854	10.519902610778807	1	0.0245875	noncoding
ENST00000533590.4	572	37	0.37947000000000003	10.419912147521973	-1	0.128899	noncoding
ENST00000525580.1	352	34	0.38500999999999996	7.934720420837403	-1	0.0395939	noncoding
ENST00000527219.1	567	33	0.39729000000000003	6.524627494812012	1	0.00924084	noncoding
ENST00000531263.1	683	31	0.29965	6.366046714782715	1	0.0072222	noncoding
ENST00000529719.1	444	31	0.43734	6.366046714782715	1	0.0111316	noncoding
ENST00000528781.1	831	45	0.3442	9.696254539489747	1	0.0191759	noncoding
ENST00000532413.1	559	70	0.34635000000000005	8.157909965515138	1	0.0432018	noncoding
ENST00000531511.1	651	25	0.44532000000000005	9.369593238830568	1	0.0150351	noncoding
ENST00000447519.1	1426	52	0.36217	11.303644752502443	1	0.0337651	noncoding
ENST00000528075.1	336	14	0.45305	11.999967765808105	1	0.0171271	noncoding
ENST00000526585.1	296	17	0.4592	10.346933937072752	1	0.0178936	noncoding
ENST00000527778.1	293	19	0.46806	9.006700706481933	1	0.0121415	noncoding
ENST00000566747.1	4192	124	0.32730000000000004	9.167549324035647	1	0.270018	noncoding
ENST00000598970.2	3660	127	0.27651000000000003	11.91712589263916	1	0.104681	noncoding
ENST00000529656.1	566	28	0.34270999999999996	8.188725852966307	1	0.00605852	noncoding
ENST00000525594.1	585	39	0.36971	6.495071220397949	1	0.0107931	noncoding
ENST00000527012.1	551	50	0.3367	9.985072898864747	1	0.0240841	noncoding
ENST00000533697.1	686	65	0.38634999999999997	7.767070960998535	1	0.0487569	noncoding
ENST00000526730.1	277	0	0.38273	0.0	-1	1.24187e-05	noncoding
ENST00000532831.1	856	43	0.33335000000000004	5.968230628967285	1	0.0127285	noncoding
ENST00000523626.5	555	97	0.45813000000000004	4.626773643493652	-1	0.066347	noncoding
ENST00000530261.1	910	42	0.4571	6.813369560241699	1	0.0238105	noncoding
ENST00000500113.1	1789	87	0.32305	10.57250881195068	1	0.0799511	noncoding
ENST00000527321.1	586	40	0.50468	11.467910194396975	1	0.210191	noncoding
ENST00000528468.1	554	42	0.43356000000000006	6.813369560241699	1	0.0206558	noncoding
ENST00000600795.1	1549	216	0.45976	4.535717582702637	1	0.999883	coding
ENST00000513207.2	1642	32	0.31963	9.62843379974365	1	0.0110367	noncoding
ENST00000525952.1	406	48	0.28519	4.797120094299316	1	0.0372102	noncoding
ENST00000534593.1	720	104	0.38597000000000004	8.837406730651857	1	0.294046	noncoding
ENST00000526091.1	1897	81	0.35750000000000004	6.261349296569825	1	0.102665	noncoding
ENST00000526851.1	834	69	0.34600000000000003	9.75988483428955	1	0.0501295	noncoding
ENST00000526840.1	1571	81	0.33029	9.770199775695797	1	0.0679691	noncoding
ENST00000530896.4	530	30	0.42574999999999996	8.886467170715335	1	0.0132905	noncoding
ENST00000500502.4	1397	67	0.40088	10.557358741760254	1	0.0878627	noncoding
ENST00000526154.1	342	35	0.41753	4.316091728210449	1	0.0319841	noncoding
ENST00000532217.1	572	22	0.35300000000000004	5.927136039733886	1	0.00417969	noncoding
ENST00000527364.1	740	114	0.3351	4.65905818939209	1	0.585764	coding
ENST00000527550.1	433	45	0.31089999999999995	7.717336845397949	-1	0.100271	noncoding
ENST00000501011.5	607	41	0.35546	7.906805610656739	1	0.011191	noncoding
ENST00000527627.4	504	43	0.33916999999999997	9.30203037261963	1	0.015625	noncoding
ENST00000526795.1	567	48	0.3463	7.868317985534668	1	0.014987	noncoding
ENST00000533528.1	340	12	0.38791	4.0500284194946286	1	0.00626271	noncoding
ENST00000533708.1	825	55	0.35766000000000003	9.991906547546389	1	0.0329172	noncoding
ENST00000534499.1	597	55	0.38057	9.991906547546389	1	0.0396437	noncoding
ENST00000528156.1	658	40	0.31772	7.691247749328614	1	0.00950325	noncoding
ENST00000530270.2	1116	53	0.32636000000000004	9.409241294860841	1	0.022651	noncoding
ENST00000533329.1	436	42	0.34539000000000003	10.056052589416506	1	0.0187849	noncoding
ENST00000528133.1	905	56	0.35166	9.972630500793457	1	0.0327322	noncoding
ENST00000602381.1	406	73	0.43420000000000003	6.518034172058106	1	0.138014	noncoding
ENST00000602322.1	1516	70	0.33611	8.71259593963623	1	0.0417314	noncoding
ENST00000624533.1	2295	107	0.31512000000000007	9.646098136901855	1	0.136065	noncoding
ENST00000528524.4	549	28	0.32606999999999997	7.9541898727417	1	0.00573706	noncoding
ENST00000530825.4	375	16	0.38495	9.98436374664307	1	0.00713027	noncoding
ENST00000529031.4	435	21	0.36422999999999994	8.51506481170654	1	0.00496393	noncoding
ENST00000529811.4	429	21	0.34956	8.51506481170654	1	0.00482922	noncoding
ENST00000529607.1	452	21	0.30961	8.51506481170654	1	0.00518358	noncoding
ENST00000500634.2	876	28	0.31126	7.9541898727417	1	0.00595445	noncoding
ENST00000528083.1	547	28	0.343	7.9541898727417	1	0.00574999	noncoding
ENST00000530045.4	2643	74	0.37585	8.842370796203614	1	0.0737324	noncoding
ENST00000534572.1	453	35	0.32625	10.834250450134277	-1	0.187044	noncoding
ENST00000531424.4	545	42	0.3719	7.7439374923706055	-1	0.0452322	noncoding
ENST00000533669.4	908	35	0.35299	4.177234077453612	1	0.0186801	noncoding
ENST00000533101.4	576	51	0.44683	6.233952903747559	1	0.0428276	noncoding
ENST00000526344.1	751	42	0.35568	7.7439374923706055	-1	0.0549246	noncoding
ENST00000602510.1	1192	86	0.39083	11.147953605651853	1	0.15399	noncoding
ENST00000528660.1	1156	64	0.38835	9.421425819396973	-1	0.0950245	noncoding
ENST00000533672.1	239	24	0.34722	4.52963581085205	1	0.00770268	noncoding
ENST00000499504.6	1223	68	0.3799	9.178122138977052	1	0.0611804	noncoding
ENST00000531827.1	830	68	0.39352	9.178122138977052	1	0.0711966	noncoding
ENST00000532606.1	679	51	0.34029	4.5174154281616214	1	0.0373216	noncoding
ENST00000526448.1	4821	149	0.33421999999999996	9.92904987335205	1	0.493526	noncoding
ENST00000531994.1	242	56	0.43448000000000003	10.012471961975098	-1	0.0952803	noncoding
ENST00000562245.4	774	64	0.34459	10.294907951354979	1	0.0441276	noncoding
ENST00000561596.4	545	64	0.36164999999999997	10.294907951354979	1	0.050516	noncoding
ENST00000562678.4	796	69	0.40754	8.138762855529787	1	0.0773922	noncoding
ENST00000563681.1	466	36	0.38282000000000005	4.136935234069824	1	0.0267514	noncoding
ENST00000569513.1	1734	54	0.29585	9.30054759979248	1	0.0217401	noncoding
ENST00000577699.5	1033	61	0.41908999999999996	5.97772274017334	1	0.0702956	noncoding
ENST00000581290.1	415	54	0.35785	9.587496376037596	-1	0.119477	noncoding
ENST00000525832.2	444	37	0.43992	7.813777732849122	1	0.0170912	noncoding
ENST00000531176.1	775	37	0.35097	11.744350624084472	1	0.0189296	noncoding
ENST00000529884.1	583	39	0.40996	7.827638435363771	1	0.0147005	noncoding
ENST00000531846.1	400	46	0.34529	6.536791038513184	1	0.013762	noncoding
ENST00000541092.1	581	29	0.2679	5.743546104431153	1	0.013602	noncoding
ENST00000438416.2	712	90	0.36001	9.643261528015138	1	0.128299	noncoding
ENST00000501356.4	1926	80	0.35212	11.535408592224119	1	0.0748479	noncoding
ENST00000534864.4	701	61	0.40382999999999997	11.306159019470215	1	0.0693632	noncoding
ENST00000545216.1	594	46	0.39915	11.724107551574708	-1	0.16976	noncoding
ENST00000534891.4	777	51	0.41380999999999996	11.32646656036377	1	0.0522802	noncoding
ENST00000536683.4	1485	70	0.36634	7.804558753967286	1	0.0513514	noncoding
ENST00000543150.1	1567	38	0.3257	5.9471433639526365	-1	0.0407048	noncoding
ENST00000540692.1	1201	78	0.4001	9.049443244934082	1	0.120719	noncoding
ENST00000543573.1	755	95	0.31361	6.879245948791504	1	0.11496	noncoding
ENST00000545912.1	506	43	0.3905799999999999	9.992099952697757	1	0.0254071	noncoding
ENST00000527528.1	1647	59	0.35112	9.89874973297119	1	0.0361885	noncoding
ENST00000527345.1	380	23	0.34522	5.426100349426269	1	0.00498555	noncoding
ENST00000501397.1	1865	92	0.41246	6.037574195861816	1	0.333896	noncoding
ENST00000566440.1	1957	68	0.34314	10.28098278045654	1	0.050275	noncoding
ENST00000528717.1	692	66	0.42581	9.81745510101318	1	0.108562	noncoding
ENST00000529278.1	494	77	0.37395	5.7222883224487315	1	0.119717	noncoding
ENST00000544115.1	743	53	0.35239	9.383776283264158	1	0.0257891	noncoding
ENST00000542119.1	743	49	0.46543999999999996	10.089382743835447	1	0.0957622	noncoding
ENST00000561652.1	5113	55	0.30413	11.711729621887208	1	0.0311259	noncoding
ENST00000536529.4	652	97	0.31109	6.157163429260252	1	0.156799	noncoding
ENST00000538641.1	542	78	0.40241	6.381734275817871	1	0.138446	noncoding
ENST00000545630.1	583	46	0.37026	6.097368812561034	-1	0.0262217	noncoding
ENST00000532422.1	826	61	0.38905	9.691354942321777	1	0.0533765	noncoding
ENST00000527594.1	692	94	0.43385999999999997	6.814790534973144	1	0.359881	noncoding
ENST00000561746.1	4140	65	0.2905	5.9344682693481445	1	0.0427298	noncoding
ENST00000366160.3	2076	124	0.30608	9.480607795715333	1	0.202328	noncoding
ENST00000615020.1	2080	63	0.28298	8.342418479919434	1	0.0262639	noncoding
ENST00000532992.4	540	26	0.41109999999999997	7.999446678161622	1	0.00727681	noncoding
ENST00000532929.1	803	39	0.38129	4.721069526672363	-1	0.0159693	noncoding
ENST00000534252.2	620	61	0.39226	9.356570625305174	1	0.0520313	noncoding
ENST00000620864.1	8098	125	0.31937	4.46677188873291	1	0.72454	coding
ENST00000540738.3	5537	125	0.31833999999999996	4.46677188873291	1	0.722819	coding
ENST00000532918.3	5366	125	0.31986	4.46677188873291	1	0.725382	coding
ENST00000355430.4	5442	125	0.31833999999999996	4.46677188873291	1	0.722819	coding
ENST00000526150.1	391	45	0.4237	9.184504508972168	1	0.0320029	noncoding
ENST00000528614.1	2587	142	0.30961	8.50507221221924	1	0.381557	noncoding
ENST00000529841.4	783	52	0.37232	8.142502021789554	1	0.0224679	noncoding
ENST00000534218.1	602	57	0.41984	5.537959480285643	1	0.0658698	noncoding
ENST00000531305.1	684	11	0.41082	9.500077247619632	1	0.00533282	noncoding
ENST00000504610.2	2749	155	0.28445000000000004	9.39976444244385	1	0.330957	noncoding
ENST00000532168.2	697	54	0.33243	6.704011344909667	1	0.0193203	noncoding
ENST00000419895.3	1711	26	0.30556	7.99880199432373	1	0.00567561	noncoding
ENST00000529938.1	1166	93	0.32029	7.656746482849122	1	0.0953848	noncoding
ENST00000527511.1	597	35	0.43409000000000003	5.872059059143066	1	0.0159027	noncoding
ENST00000528496.1	855	47	0.40098	9.983912467956543	1	0.0336438	noncoding
ENST00000529238.4	520	77	0.35008	9.349608039855958	1	0.0676688	noncoding
ENST00000529827.1	461	43	0.43066000000000004	9.495113182067872	1	0.034325	noncoding
ENST00000525984.2	2067	120	0.31253	7.868769264221191	1	0.234619	noncoding
ENST00000500537.2	1934	71	0.37022999999999995	8.523768043518068	1	0.058412	noncoding
ENST00000532002.1	566	15	0.37599	7.977591896057128	1	0.00324433	noncoding
ENST00000533638.1	618	125	0.45555999999999996	9.096505165100098	1	0.833867	coding
ENST00000526229.1	1081	125	0.43677	9.096505165100098	1	0.772255	coding
ENST00000602900.1	640	54	0.47111000000000003	11.623085594177248	1	0.163637	noncoding
ENST00000543486.1	586	48	0.34055	9.188050270080566	1	0.0187262	noncoding
ENST00000399123.2	158	29	0.36841	6.20013370513916	1	0.00631355	noncoding
ENST00000534904.2	3837	58	0.28982	6.25469913482666	1	0.0277696	noncoding
ENST00000535704.1	818	24	0.33953	8.802013587951663	1	0.00603127	noncoding
ENST00000543182.1	526	26	0.36856	11.000127601623536	1	0.0133653	noncoding
ENST00000539685.1	384	26	0.39831	11.000127601623536	1	0.015433	noncoding
ENST00000540545.1	715	46	0.39329000000000003	9.236594963073731	1	0.0248623	noncoding
ENST00000544663.1	294	66	0.35461000000000004	9.507813453674316	-1	0.12466	noncoding
ENST00000564619.1	8400	121	0.28063000000000005	6.562198066711425	1	0.292191	noncoding
ENST00000499809.1	3322	103	0.31137000000000004	9.09637622833252	1	0.116559	noncoding
ENST00000501294.1	982	74	0.28546	6.7977388381958	1	0.0473784	noncoding
ENST00000514294.2	995	88	0.30501	11.711729621887208	1	0.0634927	noncoding
ENST00000537070.1	693	113	0.34331999999999996	8.913995170593264	1	0.238073	noncoding
ENST00000535683.1	504	113	0.3388	8.913995170593264	1	0.225071	noncoding
ENST00000602803.1	578	95	0.33106	7.710231971740723	1	0.113631	noncoding
ENST00000614401.1	520	50	0.39223	7.954899024963378	1	0.0234899	noncoding
ENST00000618857.1	774	87	0.37475	6.156992912292479	1	0.172933	noncoding
ENST00000504906.1	488	62	0.37812	11.999967765808105	1	0.0453663	noncoding
ENST00000534150.4	959	75	0.39866999999999997	9.213773155212401	1	0.105374	noncoding
ENST00000525260.4	891	30	0.3612	6.014383888244628	1	0.00669417	noncoding
ENST00000581173.2	722	59	0.36871	8.907161521911618	-1	0.0867792	noncoding
ENST00000531742.1	2074	31	0.28467000000000003	9.626757621765137	1	0.0123202	noncoding
ENST00000534438.1	477	39	0.35052	8.021752738952639	1	0.0101014	noncoding
ENST00000532619.1	2086	148	0.33976	9.01656436920166	1	0.565884	coding
ENST00000530198.1	1388	36	0.39305	4.7668249130249025	1	0.0202482	noncoding
ENST00000526274.1	425	42	0.36385	9.515291786193849	1	0.0178008	noncoding
ENST00000610705.1	1884	84	0.27458000000000005	10.472840690612792	1	0.0584965	noncoding
ENST00000498872.2	1646	70	0.27781	7.79050464630127	1	0.0346587	noncoding
ENST00000582695.1	553	76	0.42225	5.60355167388916	1	0.19588	noncoding
ENST00000526453.1	1359	76	0.41736	5.60355167388916	1	0.187963	noncoding
ENST00000531087.1	523	51	0.41855	7.625314521789551	1	0.0310987	noncoding
ENST00000531886.1	667	105	0.38249	9.412980461120608	1	0.292071	noncoding
ENST00000501918.2	507	25	0.42663	7.764229011535646	1	0.00738725	noncoding
ENST00000530918.2	778	82	0.39688	9.25161609649658	1	0.141601	noncoding
ENST00000528510.1	209	43	0.36988	7.977269554138184	1	0.0136118	noncoding
ENST00000577297.4	689	143	0.33567	9.494919776916507	1	0.467878	noncoding
ENST00000498979.5	2486	190	0.31649000000000005	10.055407905578612	1	0.714637	coding
ENST00000500970.4	1784	101	0.34584	8.537306404113771	1	0.161569	noncoding
ENST00000578923.1	895	92	0.40761	9.25980358123779	1	0.246624	noncoding
ENST00000530002.1	764	124	0.36695	10.126967811584471	1	0.408744	noncoding
ENST00000578216.1	632	93	0.40473	8.806526374816897	-1	0.086314	noncoding
ENST00000532153.1	4476	130	0.27379000000000003	8.6674036026001	1	0.193716	noncoding
ENST00000533253.1	523	55	0.32730000000000004	5.573597526550292	1	0.027254	noncoding
ENST00000534055.1	518	80	0.44733999999999996	9.183795356750487	-1	0.0816948	noncoding
ENST00000526934.1	479	63	0.3077	6.538325691223145	1	0.0297116	noncoding
ENST00000524708.1	464	80	0.35911000000000004	8.591782188415529	1	0.0786955	noncoding
ENST00000530303.4	555	114	0.33775	8.84449825286865	-1	0.139379	noncoding
ENST00000319763.1	2081	324	0.29503999999999997	8.749536323547364	1	0.996489	coding
ENST00000558822.4	2128	120	0.33643	10.141924476623537	1	0.250637	noncoding
ENST00000560930.1	570	87	0.34747	4.393165397644044	1	0.281392	noncoding
ENST00000505153.2	6314	169	0.27955	8.015628242492678	1	0.551838	coding
